ds,lag1_level__m,lag3_level__m,lag7_level__m,lag14_level__m,belet_weyne_level__m,belet_weyne_lag1_level__m,belet_weyne_lag3_level__m,belet_weyne_lag7_level__m,belet_weyne_lag14_level__m,ethiopia_fafen_haren_precipitation_sum,ethiopia_fafen_haren_precipitation_hours,ethiopia_fafen_haren_lag1_precipitation_sum,ethiopia_fafen_haren_lag1_precipitation_hours,ethiopia_fafen_haren_lag3_precipitation_sum,ethiopia_fafen_haren_lag3_precipitation_hours,ethiopia_fafen_haren_lag7_precipitation_sum,ethiopia_fafen_haren_lag7_precipitation_hours,ethiopia_fafen_haren_lag14_precipitation_sum,ethiopia_fafen_haren_lag14_precipitation_hours,ethiopia_fafen_gebredarre_precipitation_sum,ethiopia_fafen_gebredarre_precipitation_hours,ethiopia_fafen_gebredarre_lag1_precipitation_sum,ethiopia_fafen_gebredarre_lag1_precipitation_hours,ethiopia_fafen_gebredarre_lag3_precipitation_sum,ethiopia_fafen_gebredarre_lag3_precipitation_hours,ethiopia_fafen_gebredarre_lag7_precipitation_sum,ethiopia_fafen_gebredarre_lag7_precipitation_hours,ethiopia_fafen_gebredarre_lag14_precipitation_sum,ethiopia_fafen_gebredarre_lag14_precipitation_hours,ethiopia_shabelle_gode_precipitation_sum,ethiopia_shabelle_gode_precipitation_hours,ethiopia_shabelle_gode_lag1_precipitation_sum,ethiopia_shabelle_gode_lag1_precipitation_hours,ethiopia_shabelle_gode_lag3_precipitation_sum,ethiopia_shabelle_gode_lag3_precipitation_hours,ethiopia_shabelle_gode_lag7_precipitation_sum,ethiopia_shabelle_gode_lag7_precipitation_hours,ethiopia_shabelle_gode_lag14_precipitation_sum,ethiopia_shabelle_gode_lag14_precipitation_hours,y
2022-09-06,3.83,3.96,4.05,3.17,4.5,4.44,4.38,4.12,3.15,1.5,5.0,4.6,3.0,4.4,2.0,0.0,0.0,0.4,2.0,1.5,5.0,4.6,3.0,4.4,2.0,0.0,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.0,0.0,0.0,3.9
2022-09-07,3.9,3.88,4.15,3.28,4.55,4.5,4.35,4.25,3.3,0.2,2.0,1.5,5.0,0.4,2.0,0.3,3.0,0.4,2.0,0.2,2.0,1.5,5.0,0.4,2.0,0.3,3.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,4.02
2022-09-08,4.02,3.83,4.09,3.4,4.63,4.55,4.44,4.65,3.33,1.7000002,7.0,0.2,2.0,4.6,3.0,2.7,4.0,4.4999995,4.0,1.7000002,7.0,0.2,2.0,4.6,3.0,2.7,4.0,4.4999995,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1
2022-09-09,4.1,3.9,4.02,3.55,4.7,4.63,4.5,4.55,3.36,0.3,2.0,1.7000002,7.0,1.5,5.0,1.0000001,5.0,0.6,5.0,0.3,2.0,1.7000002,7.0,1.5,5.0,1.0000001,5.0,0.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22
2022-09-12,4.37,4.22,3.83,3.94,4.88,4.7,4.55,4.38,3.4,2.3,4.0,5.5,6.0,0.3,2.0,4.6,3.0,1.0,4.0,2.3,4.0,5.5,6.0,0.3,2.0,4.6,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42
2022-09-13,4.42,4.3,3.9,4.05,4.93,4.88,4.63,4.35,3.45,2.4,9.0,2.3,4.0,1.5000001,10.0,1.5,5.0,0.0,0.0,2.4,9.0,2.3,4.0,1.5000001,10.0,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,2.9,4.0,4.5
2022-09-14,4.5,4.37,4.02,4.15,4.98,4.93,4.7,4.44,3.65,2.3000002,16.0,2.4,9.0,5.5,6.0,0.2,2.0,0.3,3.0,2.3000002,16.0,2.4,9.0,5.5,6.0,0.2,2.0,0.3,3.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56
2022-09-15,4.56,4.42,4.1,4.09,5.05,4.98,4.88,4.5,4.12,0.5,3.0,2.3000002,16.0,2.3,4.0,1.7000002,7.0,2.7,4.0,0.5,3.0,2.3000002,16.0,2.3,4.0,1.7000002,7.0,2.7,4.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63
2022-09-16,4.63,4.5,4.22,4.02,5.1,5.05,4.93,4.55,4.25,0.70000005,4.0,0.5,3.0,2.4,9.0,0.3,2.0,1.0000001,5.0,0.70000005,4.0,0.5,3.0,2.4,9.0,0.3,2.0,1.0000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72
2022-09-19,4.88,4.72,4.42,3.83,4.88,5.1,4.98,4.63,4.65,0.90000004,4.0,0.6,5.0,0.70000005,4.0,2.3,4.0,4.6,3.0,0.90000004,4.0,0.6,5.0,0.70000005,4.0,2.3,4.0,4.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94
2022-09-20,4.94,4.8,4.5,3.9,4.83,4.88,5.05,4.7,4.55,1.0,7.0,0.90000004,4.0,0.70000005,4.0,2.4,9.0,1.5,5.0,1.0,7.0,0.90000004,4.0,0.70000005,4.0,2.4,9.0,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94
2022-09-22,4.9,4.94,4.63,4.1,4.75,4.83,5.1,4.88,4.38,2.3999999,12.0,7.6,5.0,0.90000004,4.0,0.5,3.0,1.7000002,7.0,2.3999999,12.0,7.6,5.0,0.90000004,4.0,0.5,3.0,1.7000002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
2022-09-23,4.8,4.94,4.72,4.22,4.69,4.75,4.88,4.93,4.35,17.2,8.0,2.3999999,12.0,1.0,7.0,0.70000005,4.0,0.3,2.0,17.2,8.0,2.3999999,12.0,1.0,7.0,0.70000005,4.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72
2022-09-25,4.66,4.8,4.88,4.37,4.58,4.69,4.83,4.98,4.44,1.0,7.0,3.0,8.0,2.3999999,12.0,0.6,5.0,5.5,6.0,1.0,7.0,3.0,8.0,2.3999999,12.0,0.6,5.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2022-09-26,4.6,4.72,4.94,4.42,4.5,4.58,4.75,5.05,4.5,1.1,7.0,1.0,7.0,17.2,8.0,0.90000004,4.0,2.3,4.0,1.1,7.0,1.0,7.0,17.2,8.0,0.90000004,4.0,2.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
2022-09-27,4.55,4.66,4.94,4.5,4.44,4.5,4.69,5.1,4.55,0.5,4.0,1.1,7.0,3.0,8.0,1.0,7.0,2.4,9.0,0.5,4.0,1.1,7.0,3.0,8.0,1.0,7.0,2.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
2022-09-28,4.5,4.6,4.9,4.56,4.4,4.44,4.58,4.88,4.63,0.3,1.0,0.5,4.0,1.0,7.0,7.6,5.0,2.3000002,16.0,0.3,1.0,0.5,4.0,1.0,7.0,7.6,5.0,2.3000002,16.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,4.5
2022-09-29,4.5,4.55,4.8,4.63,4.35,4.4,4.5,4.83,4.7,0.9,3.0,0.3,1.0,1.1,7.0,2.3999999,12.0,0.5,3.0,0.9,3.0,0.3,1.0,1.1,7.0,2.3999999,12.0,0.5,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
2022-10-02,4.32,4.4,4.6,4.88,4.21,4.35,4.44,4.75,4.88,5.8,6.0,0.6,4.0,0.9,3.0,1.0,7.0,0.6,5.0,5.8,6.0,0.6,4.0,0.9,3.0,1.0,7.0,0.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28
2022-10-03,4.28,4.35,4.55,4.94,4.18,4.21,4.4,4.69,4.93,5.5999994,12.0,5.8,6.0,0.4,3.0,1.1,7.0,0.90000004,4.0,5.5999994,12.0,5.8,6.0,0.4,3.0,1.1,7.0,0.90000004,4.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22
2022-10-04,4.22,4.32,4.5,4.94,4.12,4.18,4.35,4.58,4.98,1.1,7.0,5.5999994,12.0,0.6,4.0,0.5,4.0,1.0,7.0,1.1,7.0,5.5999994,12.0,0.6,4.0,0.5,4.0,1.0,7.0,0.5,2.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17
2022-10-05,4.17,4.28,4.5,4.9,4.08,4.12,4.21,4.5,5.05,0.5,4.0,1.1,7.0,5.8,6.0,0.3,1.0,7.6,5.0,0.5,4.0,1.1,7.0,5.8,6.0,0.3,1.0,7.6,5.0,0.2,2.0,0.5,2.0,0.0,0.0,1.0,5.0,0.0,0.0,4.14
2022-10-06,4.14,4.22,4.4,4.8,4.03,4.08,4.18,4.44,5.1,0.0,0.0,0.5,4.0,5.5999994,12.0,0.9,3.0,2.3999999,12.0,0.0,0.0,0.5,4.0,5.5999994,12.0,0.9,3.0,2.3999999,12.0,0.2,2.0,0.2,2.0,0.3,2.0,0.0,0.0,0.0,0.0,4.1
2022-10-07,4.1,4.17,4.35,4.72,4.0,4.03,4.12,4.4,4.88,0.4,3.0,0.0,0.0,1.1,7.0,0.4,3.0,17.2,8.0,0.4,3.0,0.0,0.0,1.1,7.0,0.4,3.0,17.2,8.0,0.0,0.0,0.2,2.0,0.5,2.0,0.0,0.0,0.0,0.0,4.05
2022-10-10,4.09,4.05,4.22,4.55,4.35,4.0,4.08,4.35,4.83,0.0,0.0,0.6,4.0,0.4,3.0,5.5999994,12.0,1.1,7.0,0.0,0.0,0.6,4.0,0.4,3.0,5.5999994,12.0,1.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0,0.0,4.16
2022-10-11,4.16,4.0,4.17,4.5,4.38,4.35,4.03,4.21,4.75,0.1,1.0,0.0,0.0,0.2,2.0,1.1,7.0,0.5,4.0,0.1,1.0,0.0,0.0,0.2,2.0,1.1,7.0,0.5,4.0,0.1,1.0,0.0,0.0,0.1,1.0,0.5,2.0,0.0,0.0,4.22
2022-10-12,4.22,4.09,4.14,4.5,4.45,4.38,4.0,4.18,4.69,0.1,1.0,0.1,1.0,0.6,4.0,0.5,4.0,0.3,1.0,0.1,1.0,0.1,1.0,0.6,4.0,0.5,4.0,0.3,1.0,0.1,1.0,0.1,1.0,0.0,0.0,0.2,2.0,1.0,5.0,4.3
2022-10-13,4.3,4.16,4.1,4.4,4.56,4.45,4.35,4.12,4.58,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.9,3.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.9,3.0,0.0,0.0,0.1,1.0,0.0,0.0,0.2,2.0,0.0,0.0,4.35
2022-10-14,4.35,4.22,4.05,4.35,4.65,4.56,4.38,4.08,4.5,0.6,4.0,0.0,0.0,0.1,1.0,0.4,3.0,0.4,3.0,0.6,4.0,0.0,0.0,0.1,1.0,0.4,3.0,0.4,3.0,0.1,1.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,4.42
2022-10-16,4.5,4.35,4.09,4.28,4.86,4.65,4.45,4.03,4.44,0.2,2.0,0.3,3.0,0.0,0.0,0.6,4.0,5.8,6.0,0.2,2.0,0.3,3.0,0.0,0.0,0.6,4.0,5.8,6.0,1.3000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57
2022-10-17,4.57,4.42,4.16,4.22,5.0,4.86,4.56,4.0,4.4,0.0,0.0,0.2,2.0,0.6,4.0,0.0,0.0,5.5999994,12.0,0.0,0.0,0.2,2.0,0.6,4.0,0.0,0.0,5.5999994,12.0,9.900001,12.0,1.3000001,5.0,0.1,1.0,0.0,0.0,0.3,2.0,4.62
2022-10-18,4.62,4.5,4.22,4.17,5.1,5.0,4.65,4.35,4.35,0.0,0.0,0.0,0.0,0.3,3.0,0.1,1.0,1.1,7.0,0.0,0.0,0.0,0.0,0.3,3.0,0.1,1.0,1.1,7.0,0.1,1.0,9.900001,12.0,0.0,0.0,0.1,1.0,0.5,2.0,4.68
2022-10-20,4.88,4.62,4.35,4.1,5.3,5.1,4.86,4.38,4.21,0.4,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8000001,5.0,0.1,1.0,9.900001,12.0,0.0,0.0,0.2,2.0,5.0
2022-10-21,5.0,4.68,4.42,4.05,5.35,5.3,5.0,4.45,4.18,1.0,6.0,0.4,4.0,0.0,0.0,0.6,4.0,0.4,3.0,1.0,6.0,0.4,4.0,0.0,0.0,0.6,4.0,0.4,3.0,2.5000002,9.0,0.8000001,5.0,0.1,1.0,0.1,1.0,0.0,0.0,5.09
2022-10-22,5.09,4.88,4.5,4.0,5.42,5.35,5.1,4.56,4.12,0.0,0.0,1.0,6.0,1.0,7.0,0.3,3.0,0.2,2.0,0.0,0.0,1.0,6.0,1.0,7.0,0.3,3.0,0.2,2.0,0.3,1.0,2.5000002,9.0,0.1,1.0,0.0,0.0,0.1,1.0,5.15
2022-10-24,5.2,5.09,4.62,4.16,5.38,5.42,5.3,4.65,4.08,4.7000003,6.0,0.8,2.0,1.0,6.0,0.0,0.0,0.0,0.0,4.7000003,6.0,0.8,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.6,3.0,0.70000005,3.0,2.5000002,9.0,9.900001,12.0,0.0,0.0,5.12
2022-10-25,5.12,5.15,4.68,4.22,5.25,5.38,5.35,4.86,4.03,2.1,8.0,4.7000003,6.0,0.0,0.0,0.0,0.0,0.1,1.0,2.1,8.0,4.7000003,6.0,0.0,0.0,0.0,0.0,0.1,1.0,11.1,5.0,0.6,3.0,0.3,1.0,0.1,1.0,0.1,1.0,5.08
2022-10-26,5.08,5.2,4.88,4.3,5.18,5.25,5.42,5.0,4.0,0.0,0.0,2.1,8.0,0.8,2.0,1.0,7.0,0.1,1.0,0.0,0.0,2.1,8.0,0.8,2.0,1.0,7.0,0.1,1.0,5.6,5.0,11.1,5.0,0.70000005,3.0,0.1,1.0,0.1,1.0,5.0
2022-10-27,5.0,5.12,5.0,4.35,5.1,5.18,5.38,5.1,4.35,0.0,0.0,0.0,0.0,4.7000003,6.0,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7000003,6.0,0.4,4.0,0.0,0.0,0.8,6.0,5.6,5.0,0.6,3.0,0.8000001,5.0,0.0,0.0,4.94
2022-10-28,4.94,5.08,5.09,4.42,5.21,5.1,5.25,5.3,4.38,0.0,0.0,0.0,0.0,2.1,8.0,1.0,6.0,0.6,4.0,0.0,0.0,0.0,0.0,2.1,8.0,1.0,6.0,0.6,4.0,1.5,3.0,0.8,6.0,11.1,5.0,2.5000002,9.0,0.1,1.0,4.9
2022-10-29,4.9,5.0,5.15,4.5,5.3,5.21,5.18,5.35,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.2,6.0,1.5,3.0,5.6,5.0,0.3,1.0,0.0,0.0,4.85
2022-10-30,4.85,4.94,5.2,4.57,5.35,5.3,5.1,5.42,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.2,2.0,0.0,0.0,1.2,6.0,0.8,6.0,0.70000005,3.0,1.3000001,5.0,4.8
2022-10-31,4.8,4.9,5.12,4.62,5.38,5.35,5.21,5.38,4.65,0.0,0.0,0.0,0.0,0.0,0.0,4.7000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,0.6,3.0,9.900001,12.0,4.86
2022-11-01,4.86,4.85,5.08,4.68,5.5,5.38,5.3,5.25,4.86,0.0,0.0,0.0,0.0,0.0,0.0,2.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,6.0,11.1,5.0,0.1,1.0,5.0
2022-11-02,5.0,4.8,5.0,4.88,5.56,5.5,5.35,5.18,5.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.5,4.0,0.0,0.0,0.0,0.0,5.6,5.0,0.1,1.0,5.09
2022-11-03,5.09,4.86,4.94,5.0,5.6,5.56,5.38,5.1,5.1,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.4,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.4,4.0,0.1,1.0,0.5,4.0,0.0,0.0,0.8,6.0,0.8000001,5.0,5.2
2022-11-04,5.2,5.0,4.9,5.09,5.75,5.6,5.5,5.21,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.2,2.0,0.1,1.0,0.0,0.0,1.5,3.0,2.5000002,9.0,5.28
2022-11-05,5.28,5.09,4.85,5.15,5.88,5.75,5.56,5.3,5.35,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.1,1.0,0.2,2.0,0.5,4.0,1.2,6.0,0.3,1.0,5.33
2022-11-06,5.33,5.2,4.8,5.2,6.0,5.88,5.6,5.35,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.1,1.0,0.1,1.0,0.0,0.0,0.70000005,3.0,5.4
2022-11-07,5.4,5.28,4.86,5.12,6.12,6.0,5.75,5.38,5.38,1.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7000003,6.0,1.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7000003,6.0,10.3,6.0,0.0,0.0,0.2,2.0,0.0,0.0,0.6,3.0,5.44
2022-11-08,5.44,5.33,5.0,5.08,5.95,6.12,5.88,5.5,5.25,2.3000004,10.0,1.1,6.0,0.0,0.0,0.0,0.0,2.1,8.0,2.3000004,10.0,1.1,6.0,0.0,0.0,0.0,0.0,2.1,8.0,0.0,0.0,10.3,6.0,0.1,1.0,0.0,0.0,11.1,5.0,5.5
2022-11-09,5.5,5.4,5.09,5.0,5.75,5.95,6.0,5.56,5.18,1.0,7.0,2.3000004,10.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,7.0,2.3000004,10.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,5.6,5.0,5.55
2022-11-10,5.55,5.44,5.2,4.94,5.56,5.75,6.12,5.6,5.1,1.3000001,7.0,1.0,7.0,1.1,6.0,0.0,0.0,0.0,0.0,1.3000001,7.0,1.0,7.0,1.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,6.0,0.1,1.0,0.8,6.0,5.59
2022-11-11,5.59,5.5,5.28,4.9,5.4,5.56,5.95,5.75,5.21,0.0,0.0,1.3000001,7.0,2.3000004,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3000001,7.0,2.3000004,10.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.2,2.0,1.5,3.0,5.64
2022-11-12,5.64,5.55,5.33,4.85,5.25,5.4,5.75,5.88,5.3,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1,1.0,0.0,0.0,0.1,1.0,1.2,6.0,5.52
2022-11-14,5.4,5.64,5.44,4.86,5.0,5.25,5.56,6.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6.0,0.0,0.0,1.7,2.0,0.0,0.0,0.1,1.0,10.3,6.0,0.0,0.0,5.25
2022-11-15,5.25,5.52,5.5,5.0,4.9,5.0,5.4,6.12,5.38,0.0,0.0,0.0,0.0,0.0,0.0,2.3000004,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3000004,10.0,0.0,0.0,9.500001,3.0,1.7,2.0,0.1,1.0,0.0,0.0,0.0,0.0,5.16
2022-11-17,5.09,5.25,5.59,5.2,4.78,4.9,5.25,5.95,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3000001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3000001,7.0,0.0,0.0,0.0,0.0,0.1,1.0,1.7,2.0,0.0,0.0,0.1,1.0,5.0
2022-11-18,5.0,5.16,5.64,5.28,4.7,4.78,5.0,5.75,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.500001,3.0,0.1,1.0,0.2,2.0,4.88
2022-11-19,4.88,5.09,5.52,5.33,4.6,4.7,4.9,5.56,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.0,0.0,0.0,0.1,1.0,0.1,1.0,0.1,1.0,4.8
2022-11-20,4.8,5.0,5.4,5.4,4.55,4.6,4.78,5.4,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72
2022-11-21,4.72,4.88,5.25,5.44,4.45,4.55,4.7,5.25,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.0,10.3,6.0,4.66
2022-11-22,4.66,4.8,5.16,5.5,4.38,4.45,4.6,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3000004,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3000004,10.0,0.0,0.0,0.0,0.0,1.4,2.0,9.500001,3.0,0.0,0.0,4.58
2022-11-23,4.58,4.72,5.09,5.55,4.3,4.38,4.55,4.9,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,4.5
2022-11-24,4.5,4.66,5.0,5.59,4.21,4.3,4.45,4.78,5.95,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3000001,7.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3000001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42
2022-11-25,4.42,4.58,4.88,5.64,4.07,4.21,4.38,4.7,5.75,0.70000005,3.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70000005,3.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,4.3
2022-11-26,4.3,4.5,4.8,5.52,4.0,4.07,4.3,4.6,5.56,0.0,0.0,0.70000005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70000005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,1.4,2.0,0.1,1.0,4.2
2022-11-27,4.2,4.42,4.72,5.4,3.9,4.0,4.21,4.55,5.4,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08
2022-11-28,4.08,4.3,4.66,5.25,3.85,3.9,4.07,4.45,5.25,0.0,0.0,0.0,0.0,0.70000005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70000005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.0,3.95
2022-11-29,3.95,4.2,4.58,5.16,3.75,3.85,4.0,4.38,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,9.500001,3.0,3.84
2022-11-30,3.84,4.08,4.5,5.09,3.6,3.75,3.9,4.3,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,3.77
2022-12-01,3.77,3.95,4.42,5.0,3.54,3.6,3.85,4.21,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2022-12-02,3.7,3.84,4.3,4.88,3.5,3.54,3.75,4.07,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.70000005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70000005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62
2022-12-03,3.62,3.77,4.2,4.8,3.44,3.5,3.6,4.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.4,2.0,3.56
2022-12-04,3.56,3.7,4.08,4.72,3.38,3.44,3.54,3.9,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
2022-12-05,3.5,3.62,3.95,4.66,3.3,3.38,3.5,3.85,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44
2022-12-06,3.44,3.56,3.84,4.58,3.22,3.3,3.44,3.75,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36
